tokenized_text,ner
"['187', '(', '249', ')', 'ING', 'PRINCIPLES', 'IN', 'WORSTED', 'DRAWING', 'in.', 'to', 's', 'un', 'other', 'rollers', 'either', 'by', 'fallers', 'or', 'carriers', 'Fallers', 'naturally', 'eliminate', 'the', 'necessity', 'for', 'or', 'the', 'possibility', 'of', 'twist', 'support', ';', 'but', 'carriers', 'offer', 'little', 'or', 'no', 'obstruction', 'to', 'twist', 'support', 'and', 'twist-fibre-control.', 'Thus', 'it', 'comes', 'about', 'that', 'it', 'is', 'customary', 'to', 'add', 'such', 'twist', 'to', 'slivers', 'coming', 'from', 'any', 'given', 'box', 'as', 'will', 'best', 'ensure', 'perfect', 'delivery', 'from', 'the', 'box', ',', 'and', 'more', 'particularly', 'ensure', 'the', 'control', 'of', 'these', 'slivers', 'during', 'entry', 'into', 'and', 'drafting', 'in', 'the', 'succeeding', 'box', 'In', 'open', 'drawing', 'the', 'twist', 'added', 'is', 'designed', 'to', 'ensure', 'strength', 'of', 'sliver', 'for', 'winding', 'on', 'to', 'the', 'bobbin', 'and', 'yet', 'not', 'to', 'interfere', 'with', 'the', 'fibres', 'sliding', 'upon', 'one', 'another.', 'Usually', 'the', 'twist', 'will', 'be', 'decided', 'to', 'ensure', 'efficient', 'control', 'during', 'drafting', ',', 'this', 'being', 'ample', 'to', 'ensure', 'efficient', '""', 'winding', 'on', '""', 'and', '""', 'drawing', 'off.”', 'It', 'is', 'much', 'to', 'be', 'regretted', 'that', 'so', 'little', 'is', 'known', 'about', 'the', 'frictional', 'co-efficients', 'of', 'fibres', ',', 'since', 'the', 'amount', 'of', 'twist', 'may', 'obviously', 'be', 'varied', 'in', 'accordance', 'with', 'the', 'friction', 'of', 'fibre', 'on', 'fibre.', 'Thus', 'to', 'satisfactorily', 'control', 'Alpaca', 'slivers', 'much', 'more', 'twist', 'must', 'be', 'inserted', 'than', 'in', 'drawing', 'wool', 'slivers', 'of', 'a', 'similar', 'thickness', ',', 'while', 'for', 'Ovibos', '-apparently', 'a', 'very', 'slippery', 'fibre', '--', 'less', 'twist', 'is', 'needed.*', 'From', 'recent', 'researches', 'carried', 'out', 'in', 'the', 'University', 'of', 'Leeds', 'two', 'results', 'obtained', 'have', 'a', 'bearing', 'on', 'this', 'present', 'problem.', 'It', 'has', 'been', 'found', 'that', 'to', 'obtain', 'the', 'maximum', 'strength', 'for', 'any', 'yarn', 'or', 'sliver', 'an', 'ex-', 'terior', 'fibre', 'angle', 'of', 'about', '25°', 'is', 'necessary.', 'The', 'discovery', 'also', 'has', 'been', 'made', 'that', 'unless', 'an', 'angle', 'approximating', 'to', '25°', 'is', 'obtained', ',', 'under', 'con-', 'tinuous', 'strain', 'such', 'as', 'during', 'weaving', ',', 'there', 'may', 'be', 'slipping', 'of', 'the', 'fibres', 'one', 'upon', 'the', 'other.', 'It', 'will', ',', 'therefore', ',', 'be', 'obvious', 'that', 'in', 'drafting', ',', 'an', 'exterior', 'fibre', 'angle', 'under', '25°', 'must', 'be', 'given', ',', 'and', 'that', '*', 'The', '“spring”', 'of', 'Alpaca', 'and', 'the', '“', 'plasticity', '""', 'of', 'the', 'Ovibos', 'fibre', 'is', 'probably', 'the', 'explanation.', ')', '187']","[[14, 14, 'Textile Machinery'], [17, 17, 'Textile Machinery'], [19, 19, 'Textile Machinery'], [20, 20, 'Textile Machinery'], [34, 34, 'Textile Machinery'], [63, 63, 'Textile Machinery'], [72, 72, 'Textile Machinery'], [91, 91, 'Textile Machinery'], [110, 110, 'Textile Machinery']]"
"['188', '(', '250', ')', 'WOOLLEN', 'AND', 'WORSTED', 'SPINNING', 'T', '=', 'TT', 'I', '2', 'д', 'the', 'slipping', 'of', 'the', 'fibres', 'upon', 'one', 'another', 'without', 'breakage', 'should', 'be', 'attained', 'if', 'by', 'any', 'means', 'possible', ':', 'the', 'addition', 'of', 'oil', 'may', 'be', 'one', 'means-drawing', 'in', 'water', ',', 'if', 'mechanically', 'possible', ',', 'another', 'means.', 'The', 'formula', 'given', 'to', 'hold', 'a', 'rope', 'tight', 'round', 'a', 'post', 'is—', 'T', ',', 'TI', '=', 'e', '2nTM', ',', 'in', 'which', 'tension', 'on', 'slack', 'side', ';', 'T', 'the', 'tension', 'on', 'the', 'tight', 'side', 'when', 'rope', 'or', 'sliver', 'is', 'about', 'to', 'slip', ';', '=', 'number', 'of', 'turns', 'of', 'belt', 'on', 'the', 'pulley', 'or', 'roller', 'in', 'no.', 'of', 'rollers', 'worsted', 'spinning', ',', '-1', '-', ')', ';', 'the', 'co-efficient', 'of', 'friction', 'between', 'belt', 'and', 'the', 'pulley', 'With', 'knowledge', 'of', 'the', 'strength', 'of', 'the', 'sliver', 'being', 'dealt', 'with', 'and', 'of', 'the', 'type', 'of', 'holding', 'rollers', ',', 'no', 'doubt', 'on', 'these', 'lines', 'the', 'turns', 'per', 'yard', ',', 'per', 'foot', 'or', 'per', 'inch', 'might', 'well', 'be', 'worked', 'out.', 'But', 'the', 'working', 'would', 'be', 'somewhat', 'complex.', 'The', 'factors', 'involved', 'in', 'deciding', 'the', 'desirable', 'twist', 'for', 'drafting', 'worsted', 'slivers', 'are', 'certainly', 'many', ',', 'and', 'their', 'bearings', 'upon', 'one', 'another', 'are', 'somewhat', 'difficult', 'to', 'define', 'and', 'to', 'group', 'into', 'a', 'useful', 'formula.', 'It', 'might', 'be', 'taken', ',', 'for', 'example', ',', 'that', 'fibre', 'length', 'should', 'be', 'made', 'the', 'basis.', 'If', 'it', 'were', 'then', 'discovered', 'by', 'experiment', 'that', 'the', 'longest', 'fibres', 'should', 'make', ',', 'say', ',', 'three', 'turns', 'round', 'the', 'sliver', '(', 'see', 'Fig.', '38', ')', ',', 'then', 'for', 'thin', 'slivers', '(', 'for', 'the', 'finisher', 'and', 'roving', 'boxes', ')', 'the', 'formula', 'would', 'roughly', 'stand-', '3', 'fibre', 'length', 'turns', 'per', 'I', '""', '.', 'But', 'in', 'deciding', 'the', 'twist', 'for', 'a', 'sliver', 'it', 'may', 'be', 'deemed', 'necessary', 'to', 'maintain', 'the', 'same', 'relative', 'twist', '*', 'in', 'the', 'drafted', 'sliver', ',', 'and', 'as', 'diameters', 'decrease', 'as', 'v', 'draft', ',', 'Angle', 'of', 'exterior', 'fibres.', '13', '188']","[[100, 100, 'Textile Machinery'], [102, 102, 'Textile Machinery'], [106, 106, 'Textile Machinery'], [122, 122, 'Textile Machinery']]"
"['191', '(', '253', ')', 'PRINCIPLES', 'IN', 'WORSTED', 'DRAWING', 'It', 'should', 'here', 'be', 'noted', 'that', 'while', 'for', 'open', 'drawing', 'a', 'maximum', 'amount', 'of', 'twist', 'may', 'be', 'necessary', '--', 'although', 'from', 'the', 'point', 'of', 'view', 'of', 'rollers', ',', 'power', 'consumed', ',', 'etc.', ',', 'a', 'minimum', 'amount', 'would', 'obviously', 'be', 'desirable-in', 'the', 'case', 'of', 'cone', 'drawing', 'the', 'only', 'twist', 'absolutely', 'necessary', 'is', 'that', 'to', 'ensure', 'the', 'sliver', 'being', 'satisfactorily', 'drawn', 'off', 'the', 'bobbin', 'when', 'being', 'fed', 'in', 'to', 'the', 'succeeding', 'box', ',', 'although', 'frequently', 'more', 'twist', 'than', 'this', 'will', 'give', 'better', 'drafting', 'fibre-contact.', 'Thus', 'twist', 'will', 'be', 'a', 'function', 'of', 'fibre', 'friction', 'on', 'fibre', ';', 'bobbin', 'friction', 'on', 'bearings', '(', 'type', 'of', 'creel', ')', ';', 'thickness', 'of', 'sliver', ';', 'speed', 'of', 'draw-off', 'of', 'sliver', ';', 'maximum', 'and', 'minimum', 'diameters', 'of', 'bobbin', 'These', 'points', 'being', 'decided', 'experimentally', 'would', 'no', 'doubt', 'lead', 'to', 'a', 'method', 'or', 'rule', 'superior', 'to', 'the', 'present', 'almost', 'pure', 'empiricism.', 'Selection', 'of', 'Sets', 'of', 'Gill-', 'and', 'Drawing-boxes', 'The', 'first', 'principles', 'involved', 'in', 'the', 'selection', 'of', 'gill-boxes', 'as', 'against', 'drawing-boxes', 'or', 'in', 'designing', 'suitable', 'com-', 'binations', 'of', 'gill-boxes', 'and', 'drawing-boxes', 'will', 'be', 'best', 'considered', 'when', 'dealing', 'with', 'drawing', 'and', 'spinning', 'for', 'the', 'coloured', 'trade.', 'It', 'should', 'here', 'be', 'noted', ',', 'how-', 'ever', ',', 'that', 'if', 'several', 'qualities', 'of', 'white', '(', 'undyed', ')', 'tops', 'are', 'to', 'be', 'mixed', 'together-and', 'this', 'is', 'the', 'best', 'method', 'employed', 'in', 'Yorkshire', 'to', 'maintain', 'a', 'standard', 'quality', 'year', 'in', 'and', 'year', 'out', '--', 'then', 'perfect', 'mixing', 'is', 'just', 'as', 'important', 'as', 'in', 'mixing', 'black', 'and', 'white', 'tops', ':', 'imperfect', 'mixing', 'will', 'eventually', 'result', 'in', 'defective', 'streaky', 'pieces.', 'That', 'the', 'streakiness', 'does', 'not', 'appear', 'until', 'the', 'pieces', 'are', 'piece-dyed', 'does', 'not', 'exonerate', 'the', 'spinner', 'from', 'responsibility', 'in', 'causing', 'the', 'defect.', '191']","[[34, 34, 'Textile Machinery'], [69, 69, 'Textile Machinery'], [77, 77, 'Textile Machinery'], [102, 102, 'Textile Machinery'], [109, 109, 'Textile Machinery'], [127, 127, 'Textile Machinery'], [155, 155, 'Textile Machinery'], [164, 164, 'Textile Machinery'], [167, 167, 'Textile Machinery'], [175, 175, 'Textile Machinery'], [177, 177, 'Textile Machinery']]"
"['192', '(', '254', ')', 'CHAPTER', 'VII', 'WORSTED DRAWING MACHINES', 'CLOTHING', 'OF', 'BASIC', 'PRINCIPLES', 'The', 'mechanical', 'clothing', 'of', 'the', 'principles', 'dealt', 'with', 'must', 'now', 'be', 'carefully', 'considered.', 'There', 'are', 'four', 'distinct', 'types', 'of', 'machines', 'employed', 'in', 'the', 'conversion', 'of', 'the', 'comparatively', 'thick', '""', 'top', 'into', 'the', 'comparatively', 'thin', 'and', 'level', '“', 'roving', ',', '""', 'from', 'which', 'the', 'worsted', 'spinner', 'may', 'produce', 'a', 'fine', ',', 'level', 'thread.', 'These', 'are-', '1.', 'The', 'gill-box', '(', 'Figs.', '56', 'and', '57', ')', ';', '2.', 'The', 'open drawing-box', ';', '3.', 'The', 'cone drawing-box', '(', 'Fig.', '61', ')', ';', 'and', '4.', 'The', 'French drawing-box', '(', 'Figs.', '62', ',', '63', ',', '66', 'and', '66a', ')', '.', 'Under', 'extraordinary', 'circumstances', 'it', 'may', 'be', 'necessary', 'to', 'employ', 'combinations', 'of', 'these', 'machines.', 'For', 'example', ',', 'a', 'set', 'of', 'French', 'drawing-boxes', 'treating', 'open', 'slivers', 'may', 'culminate', 'in', 'a', 'cone roving-box', 'pre-', 'paring', 'slivers', 'for', 'spinning', 'on', 'the', 'cap', ',', 'ring', 'or', 'flyer frames', 'Under', 'these', 'circumstances', 'it', 'will', 'be', 'necessary', 'to', 'introduce', 'into', 'the', 'cone roving-box', 'a', 'control', '”', 'for', 'the', 'control', 'of', 'the', 'untwisted', 'fibres', 'between', 'back', 'and', 'front rollers', 'Cases', 'such', 'as', 'this', ',', 'however', ',', 'are', 'so', 'rarely', 'to', 'be', 'met', 'with', ',', 'and', 'are', 'so', 'readily', 'solved', 'in', 'view', 'of', 'sound', 'knowledge', 'of', 'the', 'principles', 'already', 'dealt', 'with', 'that', 'they', 'do', 'not', 'here', 'call', 'for', 'further', 'com-', 'ment', 'or', 'treatment.', 'porcupine-', '192']","[[6, 6, 'Textile Machinery'], [67, 67, 'Textile Machinery'], [77, 77, 'Textile Machinery'], [81, 81, 'Textile Machinery'], [90, 90, 'Textile Machinery'], [130, 130, 'Textile Machinery'], [142, 142, 'Textile Machinery'], [154, 154, 'Textile Machinery'], [168, 168, 'Textile Machinery'], [212, 212, 'Textile Machinery']]"
"['193', '(', '255', ')', 'WORSTED DRAWING MACHINES', '1.', 'The', 'Gill-box', 'careful', 'study', 'of', 'the', 'pre paring gill-boxes', ',', 'strong gill-boxes', 'and', 'finisher gill-boxes', '(', '""', 'Wool', 'Carding', 'and', 'Combing', ',', '""', 'p.', '200', ')', 'will', 'have', 'cleared', 'the', 'way', 'for', 'here', 'studying', 'just', 'those', 'special', 'points', 'which', 'the', 'worsted', 'drawer', 'must', 'perfectly', 'apprehend.', 'Gill-boxes', 'may', 'be', 'studied', 'under', 'the', 'following', 'heads', ':', '-', '(', 'a', ')', 'Ordinary gill-boxes', ';', '(', '6', ')', 'Extraordinary gill-boxes', ',', 'these', 'being', '1.', 'Expanding screw-thread gill-boxes', ';', '2.', 'Double sets of fallers gill-boxes', ';', '3.', 'Double or treble thread gill-boxes', ';', '4.', 'The', 'O.P.S gill-box', ';', 'and', '5.', 'The', 'intersecting gill-box', 'To', 'illustrate', 'the', 'ordinary', 'gill-box', 'in', 'a', 'multiple', 'form', 'Fig.', '56', 'is', 'given.', 'In', 'this', 'figure', ',', 'four', 'heads', 'economically', 'controlled', 'are', 'shown', ',', 'the', 'following', 'calculations', 'being', 'arranged', 'to', 'illustrate', 'clearly', 'without', 'further', 'details', 'the', 'principles', 'of', 'driving', 'and', 'calculation', 'involved.', 'Total', 'Draft', ':', 'Surface', 'speed', 'of', 'front rollers', ':', '50', 'm', '/', 'm', 'x', '35', 'x', '65', 'x', '70', '=', '6.26', 'Surface', 'speed', 'of', 'back rollers', ':', '50', 'm', '/', 'm', 'x', '65', 'x', '17', 'x', '23', 'Back', 'Draft', ':', 'Speed', 'of', 'Fallers', '70', 'x', '65', 'x', '25', 'x', '11', 'm', '/', 'm', 'Surface', 'speed', 'of', 'back rollers', ':', '50', 'm', '/', 'm', 'x', 'tt', 'x', '23', 'x', '17', 'x', '18', '=', ""I'13"", 'Front', 'Draft', ':', 'Surface', 'speed', 'of', 'front rollers', ':', '50', 'm', '/', 'm', 'x', '+', 'x', '35', 'x', '18', 'Speed', 'of', 'Fallers', ':', '65', 'x', '25', 'x', '11', 'm', '/', 'm', '5:54', 'Total', 'Draft', ':', 'I.13', 'X', '5:54', '=', '6.26', 'It', 'will', 'be', 'useful', 'to', 'calculate', 'the', 'gauge-point', 'so', 'that', 'either', 'N', '193']","[[4, 4, 'Textile Machinery'], [7, 7, 'Textile Machinery'], [12, 12, 'Textile Machinery'], [14, 14, 'Textile Machinery'], [16, 16, 'Textile Machinery'], [47, 47, 'Textile Machinery'], [60, 60, 'Textile Machinery'], [65, 65, 'Textile Machinery'], [70, 70, 'Textile Machinery'], [73, 73, 'Textile Machinery'], [76, 76, 'Textile Machinery'], [80, 80, 'Textile Machinery'], [85, 85, 'Textile Machinery'], [90, 90, 'Textile Machinery'], [134, 134, 'Textile Machinery'], [151, 151, 'Textile Machinery'], [182, 182, 'Textile Machinery'], [204, 204, 'Textile Machinery']]"
"['194', '(', '259', ')', 'WORSTED', 'DRAWING', 'MACHINES', '1', '(', '=', '35', '35', ')', '=', 'Therefore', 'if', 'this', 'be', 'taken', 'as', 'the', 'G.P.', 'the', 'calculation', 'stands-', 'Draft', 'G.P.', 'Change', 'wheel', ',', 'and', 'change', 'wheel', 'x', 'G.P.', '=Draft.', '6.26', 'and', '(', '35', 'X', ':179', '=', '6•26', ')', '•179', 'This', 'is', 'an', 'interesting', 'example', 'of', 'the', 'use', 'of', 'reciprocals', 'which', 'should', 'be', 'thoroughly', 'apprehended', ';', 'and', 'then', 'one', 'or', 'other', 'of', 'the', 'two', 'possible', 'G.P.s', 'always', 'employed.', 'The', 'following', 'are', 'the', 'calculations', 'for', 'all', 'the', 'speeds', 'and', 'drafts', 'directly', 'from', 'the', 'pulley shaft', '(', '40', 'wheel', ')', ':', 'Back Roller', ':', '40', 'X', '17', 'X', '23', 'X', '50', 'X', '22', '70', 'x', '65', 'x', '70', 'x', '7', 'x', '1000', '=', '.0077', 'of', 'a', 'metre.', 'Fallers', ':', '40', 'X', '25', 'X', 'II', '=.00873', 'of', 'a', 'metre.', '70', 'X', '18', 'X', '1000', 'Front', 'Rollers', ':', '40', 'X', '35', 'X', '50', 'X', '22', '=.0483', 'of', 'a', 'metre.', '70', 'x', '65', 'x', '7', 'X', '1000', 'Winding-on', ':', '40', 'X', '35', 'X', '22', 'X', '22', 'X', '100', 'X', '22', '=·0298', 'of', 'a', 'metre.', '70', 'X', '65', 'X', '25', 'X', '40', 'X', '7', 'X', '1000', 'Front Roller', 'Speed', '.0483', 'Front Draft Faller', 'Speed', '00873', '=', '5:53', 'Back Draft Faller', 'Speed', '.00873', '=', ""I'13"", 'Back', 'Roller', 'Speed', '0077', 'Front', 'Roller', 'Speed', '0483', 'Total', 'Draft', '6•27', 'Back', 'Roller', 'Speed', '0077', 'For', 'any', 'given', 'or', 'suitable', 'speed', 'of', 'the', 'pulley shaft', 'there', 'will', 'be', 'no', 'difficulty', 'in', 'calculating', '(', 'a', ')', 'Take-in', 'of', 'back rollers', 'in', 'metres', ';', '(', '6', ')', 'speed', 'of', 'fallers', 'in', 'metres', 'traversed', 'or', 'in', 'fallers', 'per', 'minute', ';', '(', 'c', ')', 'delivery', 'of', 'front rollers', 'in', 'metres', 'per', 'minute.', '195']","[[88, 88, 'Textile Machinery'], [94, 94, 'Textile Machinery'], [184, 184, 'Textile Machinery'], [187, 187, 'Textile Machinery'], [192, 192, 'Textile Machinery'], [220, 220, 'Textile Machinery'], [233, 233, 'Textile Machinery'], [242, 242, 'Textile Machinery'], [257, 257, 'Textile Machinery']]"
"['194', '(', '260', ')', 'WOOLLEN', 'AND', 'WORSTED', 'SPINNING', 'The', 'design', 'of', 'box', 'for', 'running', 'a', 'large', 'number', 'of', 'fallers', 'a', 'minute', 'must', 'be', 'carefully', 'studied-if', ',', 'say', ',', 'only', '100', 'per', 'minute', 'are', 'required', ',', 'design', 'of', 'cams', ',', 'etc.', ',', 'is', 'not', 'so', 'important', ',', 'but', 'in', 'such', 'a', 'box', 'as', 'the', '2-spindle gill', 'where', 'above', '300', 'fallers', 'a', 'minute', '(', '=', '300', 'inches', 'moved', 'per', 'minute', 'with', '1', 'in.', 'pitch', ')', 'may', 'be', 'desirable', ',', 'every', 'endeavour', 'must', 'be', 'made', 'to', 'obtain', 'perfect', 'control', 'by', 'good', 'design', 'in', 'the', 'parts', 'controlling', 'the', 'fallers', 'or', 'faller-locking', '""', 'can', 'not', 'be', 'avoided.', 'The', 'advantage', 'of', 'the', 'circular gill', '(', 'the', 'porcupine', ')', 'is', 'here', 'in', 'evidence.', 'The', 'porcupine', 'is', 'frequently', 'run', 'at', 'over', '200', 'in.', 'per', 'minute', 'on', 'its', 'working', 'circumference.', '*', '*', 'V.', 'Of', 'the', 'extraordinary', 'gill-boxes', ',', 'type', '1', 'has', 'never', 'been', 'employed', 'as', 'other', 'than', 'a', 'preparatory gill-box', ',', 'and', 'owing', 'to', 'its', 'tendency', 'to', '""', 'faller-mark', '""', 'the', 'sliver', 'has', 'failed', 'to', 'make', 'good', ';', 'and', 'type', '2', 'is', 'only', 'found', 'to', 'be', 'useful', 'in', 'the', 'early', 'stages', 'of', 'preparing', 'wool', '-say', 'for', 'the', 'first', 'two', 'operations', 'in', 'preparing', 'wool', 'for', 'combing', 'by', 'preparing gill-boxes—the', 'lack', 'of', 'control', 'exercised', 'by', 'the', 'fallers', 'over', 'fibre-straightened', 'slivers', 'being', 'obvious', 'in', 'this', 'and', 'even', 'in', 'the', 'single-set', 'of', 'faller gill-boxes', '(', '""', 'Wool', 'Carding', 'and', 'Combing', ',', '""', 'p.', '207', ')', '.', 'The', 'employment', 'of', 'double', 'or', 'treble', 'screw-threads', 'referred', 'to', 'under', '(', '3', ')', 'is', 'worthy', 'of', 'more', 'careful', 'considera-', 'tion', ',', 'for', 'by', 'this', 'means', 'fallers', 'may', 'be', 'traversed', 'rapidly', 'under', 'good', 'mechanical', 'control', ',', 'and', 'yet', 'the', 'sliver', 'may', 'be', 'well', 'supported', 'by', 'the', 'necessary', 'number', 'of', 'fallers', 'between', 'back', 'and', 'front', 'rollers.', 'The', 'O.P.S box', 'referred', 'to', 'under', '(', '4', ')', 'is', 'one', 'of', 'the', 'most', 'interesting', 'recently', 'introduced.', 'In', 'Fig.', '57', 'the', 'plan', 'of', 'a', 'double-head', 'box', 'of', 'this', 'description', 'is', 'given.', 'The', 'calculations', 'for', 'this', 'box', 'may', 'be', 'briefly', 'set', 'out', 'as', 'follows', ':', '196']","[[18, 18, 'Textile Machinery'], [53, 53, 'Textile Machinery'], [57, 57, 'Textile Machinery'], [93, 93, 'Textile Machinery'], [105, 105, 'Textile Machinery'], [108, 108, 'Textile Machinery'], [115, 115, 'Textile Machinery'], [135, 135, 'Textile Machinery'], [147, 147, 'Textile Machinery'], [194, 194, 'Textile Machinery'], [201, 201, 'Textile Machinery'], [215, 215, 'Textile Machinery'], [253, 253, 'Textile Machinery'], [276, 276, 'Textile Machinery'], [283, 283, 'Textile Machinery']]"
"['197', '(', '263', ')', 'WORSTED', 'DRAWING', 'MACHINES', '5', '16', 'Total', 'Draft', ':', 'Surface', 'speed', 'of', 'front rollers', ':', '""', 'x', '50', 'x', '35', 'x', '90', 'X', '100', '7:59', 'Surface', 'speed', 'of', 'back rollers', ':', '21', '""', 'x', '24', 'x', '48', 'x', '18', 'x', '30', 'Back', 'Draft', ':', 'Speed', 'of', 'Fallers', ':', 'x', '2', '(', 'double', 'thread', ')', 'x', '18', 'x', '90', 'X', '100', 'Surface', 'speed', 'of', 'back rollers', ':', '23', '""', 'x', 'T', 'X', '18', 'x', '18', 'x', '30', 'I', '32', 'Front', 'Draft', ':', 'Surface', 'speed', 'of', 'front rollers', ':', '""', 'X', 'TT', 'X', '50', 'x', '35', 'x', '18', '5.73', 'Speed', 'of', 'fallers', ':', '""', 'x', '2', 'x', '24', 'x', '48', 'x', '18', 'Total', 'Draft', 'I.32', 'X', '5.73', '7:56', 'Speed', 'of', 'Fallers', ':', 'Revs.', 'of', 'main shaft', '(', '240', ')', 'X', '38', 'X', '18', 'X', '2', 'minute', ':', 'per', '332', 'fallers', 'per', 'minute.', 'Gauge', 'Point', ':', 'I', 'X', '100', 'X', '90', 'One', 'rev.', 'of', 'B.R.', 'gives', 'revs.', 'of', 'back shaft', '5', 'B', '55', 'X', '18.', '30', 'X', '18', '16.7', 'I', 'X', '48', 'x', '24', 'One', 'rev', ',', 'of', 'F.R.', 'gives', '=', '33', 'teeth', 'moved.', '35', 'Therefore', 'Teeth', 'for', 'I', 'rev.', 'of', 'F.R.', '33', 'Rev.', 'of', 'back shaft', ':', '=', '2', 'teeth', 'in', 'change wheel', '16.7', 'for', 'no', 'draft.', '2', 'X', '21', '""', 'Correction', 'for', 'sizes', 'of', 'rollers', ':', '6.7', 'teeth', 'in', 'change wheel', 'for', 'no', 'draft.', 'And', 'for', 'draft', '(', '7.59', ')', 'Teeth', 'for', 'no', 'draft', '""', '(', '67', ')', 'draft', 'required', '(', '7.59', ')', '=', 'teeth', 'in', 'change wheel', '(', '50', ')', 'Therefore', 'G.P.', '-', '6.7', 'and', 'G.P.', 'x', 'Draft Change wheel', '(', '6.7', 'x', '7.59', ')', '50', '197']","[[15, 15, 'Textile Machinery'], [30, 30, 'Textile Machinery'], [47, 47, 'Textile Machinery'], [64, 64, 'Textile Machinery'], [84, 84, 'Textile Machinery'], [121, 121, 'Textile Machinery'], [153, 153, 'Textile Machinery'], [189, 189, 'Textile Machinery'], [195, 195, 'Textile Machinery'], [213, 213, 'Textile Machinery'], [239, 239, 'Textile Machinery'], [250, 250, 'Textile Machinery']]"
"['199', '(', '265', ')', 'WORSTED DRAWING MACHINES', 'For', 'a', 'draft', 'of', '7.59', 'for', 'one', 'revolution', 'of', 'back shaft', ',', 'therefore', '-1519', '=', '6-7', 'sections', '(', 'or', 'teeth', ')', 'change', 'wheel', 'for', 'no', 'draft', ',', ',', 'I', 'X', '7.59', 'teeth', 'per', 'section', 'and', '*', '50', 'change', 'wheel', '•1519', 'Now', '.1519', 'is', 'the', 'reciprocal', 'of', '6.7', 'I', '50', ')', '=', ""'1519"", '6.7', 'Therefore', 'if', 'this', 'be', 'taken', 'as', 'the', 'G.P.', 'the', 'calculation', 'stands-', 'Draft', 'G.P.', 'Change', 'wheel', 'and', 'change', 'wheel', 'x', 'G.P.', '=', 'Draft.', '7:59', 'and', '(', '50', 'x', '•1519', '=', '7.59', ')', '•1519', 'This', 'corresponds', 'with', 'the', 'example', 'given', 'on', 'p.', '194.', 'It', 'should', 'be', 'noted', 'here', 'that', 'it', 'is', 'usually', 'necessary', 'to', 'check', 'calculations', 'similar', 'to', 'this', 'by', 'direct', 'experi-', 'ment.', 'In', 'the', 'case', 'of', 'this', 'particular', 'box', 'owing', 'to', 'slight', 'differences', 'the', 'G.P.', 'is', '106.', 'As', 'illustrating', 'the', 'difference', 'that', 'this', 'makes', '50', 'X', '•106', '=', '5.3', 'Draft', 'There', 'are', 'three', 'specially', 'interesting', 'features', 'in', 'this', 'box', '1.', 'The', 'front rollers', 'are', 'extraordinarily', 'small', ',', 'thus', 'favouring', 'the', 'control', 'and', 'satisfactory', 'treat-', 'ment', 'of', 'the', 'shortest', 'wools', ';', '2.', 'The', 'front rollers', 'are', 'spirally', 'grooved', ';', '3.', 'The', 'fallers', 'have', 'a', 'half-fall', 'action', 'favouring', 'the', 'reduction', 'of', 'the', 'distance', 'between', 'the', 'wool', 'in', 'the', 'faller', 'and', 'the', 'wool', 'under', 'the', 'control', 'of', 'the', 'front roller', 'to', 'a', 'minimum.', 'A', 'variation', 'of', 'the', 'ordinary gill-box', 'is', 'to', 'be', 'found', '199']","[[4, 4, 'Textile Machinery'], [14, 14, 'Textile Machinery'], [124, 124, 'Textile Machinery'], [154, 154, 'Textile Machinery'], [157, 157, 'Textile Machinery'], [177, 177, 'Textile Machinery'], [184, 184, 'Textile Machinery'], [209, 209, 'Textile Machinery'], [217, 217, 'Textile Machinery']]"
"['200', '(', '266', ')', 'WOOLLEN', 'AND', 'WORSTED', 'SPINNING', '18', '""', 'and', '18', '34', '""', 'pitch', '35', 'CW.', 'FR', '(', '600', '70', 'IA', '(', '2', ')', '4p', 'TAE', '674', 'BR', '0', '40', '170', '26', '62', '20', ')', '6', '%', '""', '6', '/', '""', 'Fig.', '58.-The', 'Two Spindle Gill-box', '200']","[[44, 44, 'Textile Machinery']]"
