Index,UID,Term,alias_1,alias_2,alias_3,alias_4,alias_5,Definition,Title,Author,Year,Link,Combined,Annotations,text,categories_1,categories_2,categories_3
2261,small_0055,Crepe,,,,,,"(krap),  ""curled.⊝  a  general  term  applied  to  materials  hav¬ ing  a  pebbly  effect  produced  by  twists  in  the  yarns  and  by  varying the  tension  in  weaving.  see  crepe  de  chine,  georgette  crepe,  japanese crepe,  and  serpentine  crepe.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Crepe :  (krap),  ""curled.”  A  general  term  applied  to  materials  hav¬ ing  a  pebbly  effect  produced  by  twists  in  the  yarns  and  by  varying the  tension  in  weaving.  See  Crepe  de  chine,  Georgette  crepe,  Japanese crepe,  and  Serpentine  crepe.",,"Crepe :  (krap),  ""curled.”  A  general  term  applied  to  materials  hav¬ ing  a  pebbly  effect  produced  by  twists  in  the  yarns  and  by  varying the  tension  in  weaving.  See  Crepe  de  chine,  Georgette  crepe,  Japanese crepe,  and  Serpentine  crepe.",textile fabrics,,
2262,small_0056,Crepe  De  Chine,,,,,,"(krap  d⊙  shen'),  ""crepe  of  china.⊝  a  light-weight, closely  woven  silk  material,  alike  on  face  and  back.  in  white  and plain  colors.  many  weights  and  qualities,  but  almost  always  satis¬ factory  in  wear.  found  in  cotton,  silk,  and  mixtures.  used  for blouses,  gowns,  trimmings,  lingerie.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Crepe  de  chine  : (krap  d’  shen'),  ""crepe  of  China.”  A  light-weight, closely  woven  silk  material,  alike  on  face  and  back.  In  white  and plain  colors.  Many  weights  and  qualities,  but  almost  always  satis¬ factory  in  wear.  Found  in  cotton,  silk,  and  mixtures.  Used  for blouses,  gowns,  trimmings,  lingerie.",,"Crepe  de  chine  : (krap  d’  shen'),  ""crepe  of  China.”  A  light-weight, closely  woven  silk  material,  alike  on  face  and  back.  In  white  and plain  colors.  Many  weights  and  qualities,  but  almost  always  satis¬ factory  in  wear.  Found  in  cotton,  silk,  and  mixtures.  Used  for blouses,  gowns,  trimmings,  lingerie.",textile fabrics,,
2263,small_0057,Cretonne,,,,,,"a  medium-weight  cotton  material  usually  printed  with elaborate  floral  designs.  found  in  various  qualities,  the  better  ones often  warp  printed.  used  for  pillows  and  draperies  and  for  decora¬ tive  household  articles.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Cretonne: A  medium-weight  cotton  material  usually  printed  with elaborate  floral  designs.  Found  in  various  qualities,  the  better  ones often  warp  printed.  Used  for  pillows  and  draperies  and  for  decora¬ tive  household  articles.",,"Cretonne: A  medium-weight  cotton  material  usually  printed  with elaborate  floral  designs.  Found  in  various  qualities,  the  better  ones often  warp  printed.  Used  for  pillows  and  draperies  and  for  decora¬ tive  household  articles.",textile fabrics,,
2264,small_0058,Crossbar  Dimity,,,,,,"dimity  with  a  heavy  cord  at  regular  intervals  in both  warp  and  filling.  see  dimity. damask  (from  damascus) .  a  smooth  material,  usually  of  jac¬ quard  weave,  made  originally  of  silk,  now  made  of  linen,  cotton,  or mixtures.  found  in  many  widths  and  a  great  variety  of  designs.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Crossbar  dimity: Dimity  with  a  heavy  cord  at  regular  intervals  in both  warp  and  filling.  See  Dimity. Damask  (from  Damascus) .  A  smooth  material,  usually  of  Jac¬ quard  weave,  made  originally  of  silk,  now  made  of  linen,  cotton,  or mixtures.  Found  in  many  widths  and  a  great  variety  of  designs.",,"Crossbar  dimity: Dimity  with  a  heavy  cord  at  regular  intervals  in both  warp  and  filling.  See  Dimity. Damask  (from  Damascus) .  A  smooth  material,  usually  of  Jac¬ quard  weave,  made  originally  of  silk,  now  made  of  linen,  cotton,  or mixtures.  Found  in  many  widths  and  a  great  variety  of  designs.",textile fabrics,,
2265,small_0059,Denim,,,,,,"a  firm,  strong,  twilled  cotton  material  usually  found  in dark  blue  or  brown.  formerly  had  specked  effect  produced  by  twist¬ ing  a  white  ply  into  the  filling  yarn.  used  for  men⊙s  overalls  and jumpers  and  for  children⊙s  rompers  and  play  suits.  certain  qualities are  used  for  draperies,  couch  covers,  etc.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Denim: A  firm,  strong,  twilled  cotton  material  usually  found  in dark  blue  or  brown.  Formerly  had  specked  effect  produced  by  twist¬ ing  a  white  ply  into  the  filling  yarn.  Used  for  men’s  overalls  and jumpers  and  for  children’s  rompers  and  play  suits.  Certain  qualities are  used  for  draperies,  couch  covers,  etc.",,"Denim: A  firm,  strong,  twilled  cotton  material  usually  found  in dark  blue  or  brown.  Formerly  had  specked  effect  produced  by  twist¬ ing  a  white  ply  into  the  filling  yarn.  Used  for  men’s  overalls  and jumpers  and  for  children’s  rompers  and  play  suits.  Certain  qualities are  used  for  draperies,  couch  covers,  etc.",textile fabrics,,
2266,small_0060,Devonshire,,,,,,"a  strong,  yarn-dyed  cotton  material  much  used  for house  dresses,  children⊙s  rompers,  nurses⊙  uniforms,  etc.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Devonshire: A  strong,  yarn-dyed  cotton  material  much  used  for house  dresses,  children’s  rompers,  nurses’  uniforms,  etc.",,"Devonshire: A  strong,  yarn-dyed  cotton  material  much  used  for house  dresses,  children’s  rompers,  nurses’  uniforms,  etc.",textile fabrics,,
2267,small_0061,Dimity,,,,,,"a  fine,  crisp,  light-weight  cotton  material,  white  or  in plain  colors.  used  for  aprons,  dresses,  and  underwear.  see  striped dimity  and  crossbar  dimity.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Dimity: A  fine,  crisp,  light-weight  cotton  material,  white  or  in plain  colors.  Used  for  aprons,  dresses,  and  underwear.  See  Striped dimity  and  Crossbar  dimity.",,"Dimity: A  fine,  crisp,  light-weight  cotton  material,  white  or  in plain  colors.  Used  for  aprons,  dresses,  and  underwear.  See  Striped dimity  and  Crossbar  dimity.",textile fabrics,,
2268,small_0062,Dotted  Swiss Muslin,Dotted  Muslin,,,,,"swiss,  or  muslin,  having  a  pattern of  dots  woven  in  at  regular  intervals  with  soft,  heavy  yarn.  many qualities.  used  for  aprons,  curtains,  trimmings  on  wash  dresses,  etc. see  swiss",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Dotted  Swiss  or  Dotted  muslin: Swiss,  or  muslin,  having  a  pattern of  dots  woven  in  at  regular  intervals  with  soft,  heavy  yarn.  Many qualities.  Used  for  aprons,  curtains,  trimmings  on  wash  dresses,  etc. See  Swiss",,"Dotted  Swiss  or  Dotted  muslin: Swiss,  or  muslin,  having  a  pattern of  dots  woven  in  at  regular  intervals  with  soft,  heavy  yarn.  Many qualities.  Used  for  aprons,  curtains,  trimmings  on  wash  dresses,  etc. See  Swiss",textile fabrics,,
2269,small_0063,Double  Cloth,Double-Faced  Cloth,,,,,"any  fabric  which  is  made  by the  use  of  more  than  one  warp  or  filling  in  its  construction,  or  by  the simultaneous  weaving  and  fastening  together  of  two  or  more  cloths. examples,  bathrobe  material,  marseilles  counterpanes,  steamer  rugs. name  usually  applied  to  double  cloth  used  for  suits  and  coats",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Double  cloth  or  Double-faced  cloth: Any  fabric  which  is  made  by the  use  of  more  than  one  warp  or  filling  in  its  construction,  or  by  the simultaneous  weaving  and  fastening  together  of  two  or  more  cloths. Examples,  bathrobe  material,  Marseilles  counterpanes,  steamer  rugs. Name  usually  applied  to  double  cloth  used  for  suits  and  coats",,"Double  cloth  or  Double-faced  cloth: Any  fabric  which  is  made  by the  use  of  more  than  one  warp  or  filling  in  its  construction,  or  by  the simultaneous  weaving  and  fastening  together  of  two  or  more  cloths. Examples,  bathrobe  material,  Marseilles  counterpanes,  steamer  rugs. Name  usually  applied  to  double  cloth  used  for  suits  and  coats",textile fabrics,,
2270,small_0064,Drill,Drilling,,,,,"strong,  twilled  cotton  material.  white,  un¬ bleached,  or  colored.  many  grades.  used  for  middy  blouses,  sum¬ mer  trousers,  heavy  linings,  etc.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Drill  or  Drilling: Strong,  twilled  cotton  material.  White,  un¬ bleached,  or  colored.  Many  grades.  Used  for  middy  blouses,  sum¬ mer  trousers,  heavy  linings,  etc.",,"Drill  or  Drilling: Strong,  twilled  cotton  material.  White,  un¬ bleached,  or  colored.  Many  grades.  Used  for  middy  blouses,  sum¬ mer  trousers,  heavy  linings,  etc.",textile fabrics,,
2271,small_0065,Duck,Sailcloth,,,,,"a  close,  heavy  cotton  fabric  of  plain  weave.  sometimes two  yarns  used  as  one  in  the  warp.  white  or  colored.  many  widths and  weights.  heavy  grades  practically  water  tight  and  used  for  tents, awnings,  sails,  tarpaulins,  sea  kits,  etc.  lighter  weights  used  for clothing.  see  canvas,  awning  cloth,  and  sailcloth.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Duck: A  close,  heavy  cotton  fabric  of  plain  weave.  Sometimes two  yarns  used  as  one  in  the  warp.  White  or  colored.  Many  widths and  weights.  Heavy  grades  practically  water  tight  and  used  for  tents, awnings,  sails,  tarpaulins,  sea  kits,  etc.  Lighter  weights  used  for clothing.  See  Canvas,  Awning  cloth,  and  Sailcloth.",,"Duck: A  close,  heavy  cotton  fabric  of  plain  weave.  Sometimes two  yarns  used  as  one  in  the  warp.  White  or  colored.  Many  widths and  weights.  Heavy  grades  practically  water  tight  and  used  for  tents, awnings,  sails,  tarpaulins,  sea  kits,  etc.  Lighter  weights  used  for clothing.  See  Canvas,  Awning  cloth,  and  Sailcloth.",textile fabrics,,
2272,small_0066,Duvetyn,,,,,,"(doo-ve  ten'),  from  french  duvet ,  ""down.⊝  a  soft,  light¬ weight  material  of  silk,  wool,  or  a  mixture,  with  a  downy  nap  raised by  emery  rollers.  used  for  suits,  wraps,  and  millinery.  to  a  consid¬ erable  extent  it  replaces  velvet.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Duvetyn  : (doo-ve  ten'),  from  French  duvet ,  ""down.”  A  soft,  light¬ weight  material  of  silk,  wool,  or  a  mixture,  with  a  downy  nap  raised by  emery  rollers.  Used  for  suits,  wraps,  and  millinery.  To  a  consid¬ erable  extent  it  replaces  velvet.",,"Duvetyn  : (doo-ve  ten'),  from  French  duvet ,  ""down.”  A  soft,  light¬ weight  material  of  silk,  wool,  or  a  mixture,  with  a  downy  nap  raised by  emery  rollers.  Used  for  suits,  wraps,  and  millinery.  To  a  consid¬ erable  extent  it  replaces  velvet.",textile fabrics,,
2273,small_0067,Eiderdown,,,,,,"(from  the  down  of  the  eider  duck).  a  light-weight knitted  material  with  a  thick,  fluffy  nap  of  wool  on  one  or  both  sides. formerly  much  used  for  bathrobes,  baby  blankets,  etc.  now  replaced somewhat  by  bathrobe  material.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Eiderdown :  (from  the  down  of  the  eider  duck).  A  light-weight knitted  material  with  a  thick,  fluffy  nap  of  wool  on  one  or  both  sides. Formerly  much  used  for  bathrobes,  baby  blankets,  etc.  Now  replaced somewhat  by  bathrobe  material.",,"Eiderdown :  (from  the  down  of  the  eider  duck).  A  light-weight knitted  material  with  a  thick,  fluffy  nap  of  wool  on  one  or  both  sides. Formerly  much  used  for  bathrobes,  baby  blankets,  etc.  Now  replaced somewhat  by  bathrobe  material.",textile fabrics,,
2274,small_0068,Farmer's  Satin,,,,,,"a  mercerized  cotton  lining  material  of  satin  weave and  high  polish.  may  be  plain,  colored,  or  printed.  also  called",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Farmer’s  satin: A  mercerized  cotton  lining  material  of  satin  weave and  high  polish.  May  be  plain,  colored,  or  printed.  Also  called",,"Farmer’s  satin: A  mercerized  cotton  lining  material  of  satin  weave and  high  polish.  May  be  plain,  colored,  or  printed.  Also  called",textile fabrics,,
2275,small_0069,Venetian,,,,,,used  for  linings.,How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,Venetian: Used  for  linings.,,Venetian: Used  for  linings.,textile fabrics,,
2276,small_0070,Felt,,,,,,"a  wool  material  with  the  fibers  so  matted  and  pressed  to¬ gether  as  entirely  to  obscure  the  method  of  construction.  high-grade felts  are  woven ;  common  felts  are  not  woven,  but  are  made  by shrinking  and  matting  the  fibers  together.  many  weights  and  qual¬ ities.  used  for  billiard-table  and  card-table  covers,  pads  to  prevent scratching  of  furniture,  slippers,  pennants,  rug  linings,  etc.  see  cot¬ ton  felt.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Felt: A  wool  material  with  the  fibers  so  matted  and  pressed  to¬ gether  as  entirely  to  obscure  the  method  of  construction.  High-grade felts  are  woven ;  common  felts  are  not  woven,  but  are  made  by shrinking  and  matting  the  fibers  together.  Many  weights  and  qual¬ ities.  Used  for  billiard-table  and  card-table  covers,  pads  to  prevent scratching  of  furniture,  slippers,  pennants,  rug  linings,  etc.  See  Cot¬ ton  felt.",,"Felt: A  wool  material  with  the  fibers  so  matted  and  pressed  to¬ gether  as  entirely  to  obscure  the  method  of  construction.  High-grade felts  are  woven ;  common  felts  are  not  woven,  but  are  made  by shrinking  and  matting  the  fibers  together.  Many  weights  and  qual¬ ities.  Used  for  billiard-table  and  card-table  covers,  pads  to  prevent scratching  of  furniture,  slippers,  pennants,  rug  linings,  etc.  See  Cot¬ ton  felt.",textile fabrics,,
2277,small_0071,Flannel,,,,,,"a  soft,  light-weight  wool  material  slightly  napped  on both  face  and  back.  in  white  and  plain  colors.  used  for  middy blouses,  men⊙s  shirts  and  sports  trousers,  dresses,  underwear,  and children⊙s  clothes.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Flannel: A  soft,  light-weight  wool  material  slightly  napped  on both  face  and  back.  In  white  and  plain  colors.  Used  for  middy blouses,  men’s  shirts  and  sports  trousers,  dresses,  underwear,  and children’s  clothes.",,"Flannel: A  soft,  light-weight  wool  material  slightly  napped  on both  face  and  back.  In  white  and  plain  colors.  Used  for  middy blouses,  men’s  shirts  and  sports  trousers,  dresses,  underwear,  and children’s  clothes.",textile fabrics,,
2278,small_0072,Flannelette,,,,,,"a  light-weight  cotton  material  napped  on  the  face. may  be  white,  dyed,  or  printed.  used  for  kimonos,  sleeping  gar¬ ments,  dressing  sacques,  and  gowns.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Flannelette: A  light-weight  cotton  material  napped  on  the  face. May  be  white,  dyed,  or  printed.  Used  for  kimonos,  sleeping  gar¬ ments,  dressing  sacques,  and  gowns.",,"Flannelette: A  light-weight  cotton  material  napped  on  the  face. May  be  white,  dyed,  or  printed.  Used  for  kimonos,  sleeping  gar¬ ments,  dressing  sacques,  and  gowns.",textile fabrics,,
2279,small_0073,Flaxon,,,,,,"a  smooth,  crisp,  light-weight  cotton  material  resembling dimity.  found  plain  or  with  cords.  white,  tinted,  or  with  printed figures.  used  for  aprons,  lingerie,  infants⊙  wear,  etc. foulard  (fob-lard1';  french,  foolaf),  ""silk  handkerchief.⊝  a  soft, firm,  light-weight  silk  material  of  plain  or  twill  weave,  usually printed.  wears  well.  used  for  kimonos,  gowns,  linings.  see  cotton foulard  and  shower-proof  foulard.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Flaxon: A  smooth,  crisp,  light-weight  cotton  material  resembling dimity.  Found  plain  or  with  cords.  White,  tinted,  or  with  printed figures.  Used  for  aprons,  lingerie,  infants’  wear,  etc. Foulard  (fob-lard1';  French,  foolaF),  ""silk  handkerchief.”  A  soft, firm,  light-weight  silk  material  of  plain  or  twill  weave,  usually printed.  Wears  well.  Used  for  kimonos,  gowns,  linings.  See  Cotton foulard  and  Shower-proof  foulard.",,"Flaxon: A  smooth,  crisp,  light-weight  cotton  material  resembling dimity.  Found  plain  or  with  cords.  White,  tinted,  or  with  printed figures.  Used  for  aprons,  lingerie,  infants’  wear,  etc. Foulard  (fob-lard1';  French,  foolaF),  ""silk  handkerchief.”  A  soft, firm,  light-weight  silk  material  of  plain  or  twill  weave,  usually printed.  Wears  well.  Used  for  kimonos,  gowns,  linings.  See  Cotton foulard  and  Shower-proof  foulard.",textile fabrics,,
2280,small_0074,Gabardine,Gaberdine,,,,,"a  firm,  smooth,  wool  dress  material woven  with  a  steep  twill.  many  weights  and  qualities.  used  for  suits and  gowns.  see  cotton  gabardine.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Gabardine  or  Gaberdine: A  firm,  smooth,  wool  dress  material woven  with  a  steep  twill.  Many  weights  and  qualities.  Used  for  suits and  gowns.  See  Cotton  gabardine.",,"Gabardine  or  Gaberdine: A  firm,  smooth,  wool  dress  material woven  with  a  steep  twill.  Many  weights  and  qualities.  Used  for  suits and  gowns.  See  Cotton  gabardine.",textile fabrics,,
2281,small_0075,Georgette  Crepe,,,,,,"an  almost  transparent  silk  material  found  in white  and  plain  colors ;  also  printed.  used  for  blouses,  gowns,  trim¬ mings,  dainty  lingerie,  etc.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Georgette  crepe: An  almost  transparent  silk  material  found  in white  and  plain  colors ;  also  printed.  Used  for  blouses,  gowns,  trim¬ mings,  dainty  lingerie,  etc.",,"Georgette  crepe: An  almost  transparent  silk  material  found  in white  and  plain  colors ;  also  printed.  Used  for  blouses,  gowns,  trim¬ mings,  dainty  lingerie,  etc.",textile fabrics,,
2282,small_0076,Gingham,,,,,,"a  firm,  smooth  cotton  material,  usually  yarn  dyed  and woven  in  checks,  plaids,  or  stripes.  sometimes  found  in  white  and plain  colors.  many  weights  and  qualities.  used  for  children⊙s  clothes, women⊙s  dresses,  aprons,  nurses⊙  uniforms,  etc.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Gingham: A  firm,  smooth  cotton  material,  usually  yarn  dyed  and woven  in  checks,  plaids,  or  stripes.  Sometimes  found  in  white  and plain  colors.  Many  weights  and  qualities.  Used  for  children’s  clothes, women’s  dresses,  aprons,  nurses’  uniforms,  etc.",,"Gingham: A  firm,  smooth  cotton  material,  usually  yarn  dyed  and woven  in  checks,  plaids,  or  stripes.  Sometimes  found  in  white  and plain  colors.  Many  weights  and  qualities.  Used  for  children’s  clothes, women’s  dresses,  aprons,  nurses’  uniforms,  etc.",textile fabrics,,
2283,small_0077,Grenadine,,,,,,a  thin  silk  material  made  with  gauze  weave.  much used  a  few  generations  ago  for  women⊙s  dresses.  seldom  found  now.,How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,Grenadine: A  thin  silk  material  made  with  gauze  weave.  Much used  a  few  generations  ago  for  women’s  dresses.  Seldom  found  now.,,Grenadine: A  thin  silk  material  made  with  gauze  weave.  Much used  a  few  generations  ago  for  women’s  dresses.  Seldom  found  now.,textile fabrics,,
2284,small_0078,Gummed  Tape,,,,,,"a  thin,  firm  cotton  material  gummed  on  one  side. used  for  mending  torn  music  sheets,  book  leaves,  etc.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Gummed  tape: A  thin,  firm  cotton  material  gummed  on  one  side. Used  for  mending  torn  music  sheets,  book  leaves,  etc.",,"Gummed  tape: A  thin,  firm  cotton  material  gummed  on  one  side. Used  for  mending  torn  music  sheets,  book  leaves,  etc.",textile fabrics,,
2285,small_0079,Haircloth,,,,,,material  made  with  cotton  or  linen  warp  and  horse¬ hair  filling.  hair  filling  thrown  to  face  by  satin  weave.  formerly used  for  upholstery.  now  used  for  millinery  and  stiffening  in  coats.,How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,Haircloth: Material  made  with  cotton  or  linen  warp  and  horse¬ hair  filling.  Hair  filling  thrown  to  face  by  satin  weave.  Formerly used  for  upholstery.  Now  used  for  millinery  and  stiffening  in  coats.,,Haircloth: Material  made  with  cotton  or  linen  warp  and  horse¬ hair  filling.  Hair  filling  thrown  to  face  by  satin  weave.  Formerly used  for  upholstery.  Now  used  for  millinery  and  stiffening  in  coats.,textile fabrics,,
2286,small_0080,Handkerchief  Linen,,,,,,"a  fine,  soft  linen  material  used  principally  for handkerchiefs.  found  in  white  and  plain  colors.  also  used  for  in¬ fants⊙  wear,  lingerie,  blouses,  etc.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Handkerchief  linen: A  fine,  soft  linen  material  used  principally  for handkerchiefs.  Found  in  white  and  plain  colors.  Also  used  for  in¬ fants’  wear,  lingerie,  blouses,  etc.",,"Handkerchief  linen: A  fine,  soft  linen  material  used  principally  for handkerchiefs.  Found  in  white  and  plain  colors.  Also  used  for  in¬ fants’  wear,  lingerie,  blouses,  etc.",textile fabrics,,
2287,small_0081,Homespun,Tweed,,,,,"a  coarse,  strong  wool  material  made  of  rough  yarns glossary  of  materials 353 in  mixed  colors.  originally  hand  woven  in  the  homes  of  scotch  and",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Homespun: A  coarse,  strong  wool  material  made  of  rough  yarns GLOSSARY  OF  MATERIALS 353 in  mixed  colors.  Originally  hand  woven  in  the  homes  of  Scotch  and",,"Homespun: A  coarse,  strong  wool  material  made  of  rough  yarns GLOSSARY  OF  MATERIALS 353 in  mixed  colors.  Originally  hand  woven  in  the  homes  of  Scotch  and",textile fabrics,,
2288,small_0082,Irish  Peasants,,,,,,"now  made  commercially.  similar  to  tweed.  used for  overcoats,  caps,  and  sports  suits  for  both  men  and  women.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Irish  peasants: Now  made  commercially.  Similar  to  tweed.  Used for  overcoats,  caps,  and  sports  suits  for  both  men  and  women.",,"Irish  peasants: Now  made  commercially.  Similar  to  tweed.  Used for  overcoats,  caps,  and  sports  suits  for  both  men  and  women.",textile fabrics,,
2289,small_0083,Huckaback,,,,,,"commonly  called  huck.  a  linen  material  originally peddled  by  hucksters  in  the  british  isles.  name  now  applied  to cotton,  linen,  or  union  materials  woven  with  the  small  figured  design found  in  all  huckaback.  used  for  towels.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Huckaback: Commonly  called  huck.  A  linen  material  originally peddled  by  hucksters  in  the  British  Isles.  Name  now  applied  to cotton,  linen,  or  union  materials  woven  with  the  small  figured  design found  in  all  huckaback.  Used  for  towels.",,"Huckaback: Commonly  called  huck.  A  linen  material  originally peddled  by  hucksters  in  the  British  Isles.  Name  now  applied  to cotton,  linen,  or  union  materials  woven  with  the  small  figured  design found  in  all  huckaback.  Used  for  towels.",textile fabrics,,
2290,small_0084,Ingrain  Carpeting,,,,,,a  yarn-dyed  three-ply  carpeting  woven  on  a,How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,Ingrain  carpeting: A  yarn-dyed  three-ply  carpeting  woven  on  a,,Ingrain  carpeting: A  yarn-dyed  three-ply  carpeting  woven  on  a,textile fabrics,,
2291,small_0085,Jacquard  Loom  With  Coarse  Wool,,,,,,pattern  reversible  on  face  and  back.,How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,Jacquard  loom  with  coarse  wool: Pattern  reversible  on  face  and  back.,,Jacquard  loom  with  coarse  wool: Pattern  reversible  on  face  and  back.,textile machinery,,
2292,small_0086,Japanese  Crepe,,,,,,"a  rough  cotton  crepe,  in  white  and  plain  colors. does  not  require  ironing  when  laundered. used  for  children⊙s  clothes, women⊙s  dresses,  aprons,  etc.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Japanese  crepe: A  rough  cotton  crepe,  in  white  and  plain  colors. Does  not  require  ironing  when  laundered. Used  for  children’s  clothes, women’s  dresses,  aprons,  etc.",,"Japanese  crepe: A  rough  cotton  crepe,  in  white  and  plain  colors. Does  not  require  ironing  when  laundered. Used  for  children’s  clothes, women’s  dresses,  aprons,  etc.",textile fabrics,,
2293,small_0087,Jersey,,,,,,"a  general  name  given  to  plain-knitted  material  used  for garments.  may  be  of  cotton,  wool,  silk,  artificial  silk,  or  a  mixture of  fibers.  great  variety  of  weights,  qualities,  and  colors.  used  for knitted  underwear,  blouses,  gowns,  suits,  coats,  etc.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Jersey: A  general  name  given  to  plain-knitted  material  used  for garments.  May  be  of  cotton,  wool,  silk,  artificial  silk,  or  a  mixture of  fibers.  Great  variety  of  weights,  qualities,  and  colors.  Used  for knitted  underwear,  blouses,  gowns,  suits,  coats,  etc.",,"Jersey: A  general  name  given  to  plain-knitted  material  used  for garments.  May  be  of  cotton,  wool,  silk,  artificial  silk,  or  a  mixture of  fibers.  Great  variety  of  weights,  qualities,  and  colors.  Used  for knitted  underwear,  blouses,  gowns,  suits,  coats,  etc.",textile fabrics,,
2294,small_0088,Khaki,,,,,,"(ka'ke),  from  east  indian,  ""dust-colored.⊝  a  strong twilled  cotton  material  of  dust  color  used  for  uniforms  of  american soldiers.  many  weights  and  qualities.  made  for  civilian  purposes. used  for  boy  scout  suits,  summer  suits  for  men  and  women  for  out¬ door  work,  camping,  fishing,  tramping,  etc.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Khaki  : (ka'ke),  from  East  Indian,  ""dust-colored.”  A  strong twilled  cotton  material  of  dust  color  used  for  uniforms  of  American soldiers.  Many  weights  and  qualities.  Made  for  civilian  purposes. Used  for  Boy  Scout  suits,  summer  suits  for  men  and  women  for  out¬ door  work,  camping,  fishing,  tramping,  etc.",,"Khaki  : (ka'ke),  from  East  Indian,  ""dust-colored.”  A  strong twilled  cotton  material  of  dust  color  used  for  uniforms  of  American soldiers.  Many  weights  and  qualities.  Made  for  civilian  purposes. Used  for  Boy  Scout  suits,  summer  suits  for  men  and  women  for  out¬ door  work,  camping,  fishing,  tramping,  etc.",textile fabrics,,
2295,small_0089,Kimono  Silk,,,,,,"a  soft,  plain-woven,  light-weight  silk,  usually  printed in  elaborate  designs.  used  for  kimonos,  linings,  etc.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Kimono  silk: A  soft,  plain-woven,  light-weight  silk,  usually  printed in  elaborate  designs.  Used  for  kimonos,  linings,  etc.",,"Kimono  silk: A  soft,  plain-woven,  light-weight  silk,  usually  printed in  elaborate  designs.  Used  for  kimonos,  linings,  etc.",textile fabrics,,
