Index,UID,Term,alias_1,alias_2,alias_3,alias_4,alias_5,Definition,categories_1,categories_2,categories_3,Author,Title,Year,Link
2033,curtis_0883,tussores,,,,,,"a good quality dress fabric made from mercerised yarns in a plain weave. the fine warp used bends round a coarse weft, giving the cloth a cord effect. about 72 to 100 ends and 36 to 44 picks, 60's or 2/100's warp and 6's to 10's weft, or 2/14's 2/16's. the tussores for egypt and other near east markets are made from all colour warp yarns and grey weft. brown, fawn, and light grounds, with darker coloured yarns form- ing stripes. about 72 x 38, 36's/10's or 24's/12's.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2034,curtis_0884,tweed,,,,,,"the original tweeds were hand-made woollen cloths made on the banks of the river tweed from soft, rough yarns, the weave being mostly twill, but plain sometimes used, and open and elastic in texture. both checks and stripes were produced. the tweeds manufactured in york- shire are imitations of the genuine cloths.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2035,curtis_0885,twills,,,,,,"all fabrics having an appearance of diagonal lines can be termed twills. by using the twill weaves fabrics can be made heavier and more compact than if a plain weave was used. in nearly all twills the warp is harder twisted than the weft, and picks usually are in excess of the ends per inch to give a soft handle. shipping twills are gene- rally made 2 x 2 weave, 19 reed, 17 to 30 picks, 36 to 40's warp, and 36's to 40's weft.",textile weave,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2036,curtis_0886,twill weave,,,,,,"the simplest twill weave is the 2 × 1, where one thread lifts once and is down twice, and this or any weave that produces a diagonal line across the cloth is called a twill. the 3 shaft or 2 x 1 twill is known as the "" 'jean,"" nankeen,"" or regatta "" twill. the 4 shaft (2 x 2 weave) as the ⊜ harvard,"" sheeting,"" shalloon,"" or ""cassimere "" twill; the 4 shaft (3 × 1 weave) as the "" florentine,"" and the 5 shaft (1 × 4 weave) is known as the ""beatrice"" twill.",textile weave,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2037,curtis_0887,classification twills,,,,,,"twills are usually classified under the following general heads :⊔ continuous or regular.⊔a regular diagonal line is produced, and the lift is regular all across. zig-zag.⊔the diagonal line is reversed at fixed inter- vals, producing a series of waves. rearranged. a regular twill is taken as a basis, and the lifting is rearranged to a definite plan. satin twills give a very smooth face both warp and weft, and are produced by rearranging a regular twill. corkscrews are also rearranged twills, but step two or more instead of one. broken.⊔a regular twill is broken in its direction at any desired interval. figured. simple spots or figures are combined with some simple twill. combined. formed by taking two regular twills and arranging them as one by taking the threads alternately either end and end or pick and pick.",textile weave,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2038,curtis_0888,twist,,,,,,"a term much used by traders for warp yarn; thus 30's twist means 30's warp yarn, and usually spun ""twist "" way. the direction of the twist in yarn is important; so is the amount of twist or number of turns per inch. a distinct stripe is produced by using, say, 20 ends twist way spun "" and 20 ends weft way spun yarn alter- nately.",textile fabric component,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2039,curtis_0889,twist cops,,,,,,"these are large cops upon which warp yarn is wound, and which is rewound upon bobbins for the warping frame. the cops containing weft are termed pin cops.""",textile machinery,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2040,curtis_0890,twist way spun,,,,,,"warp yarns are nearly always spun what is known as ""twist way,"" that is to the right. hold a piece of thread horizontally and twist to the right or from you, and if it unravels it is twist way spun or ""t.w."" weft way spun is the reverse, that is twist to the left. way spun.",textile manufacturing process,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2041,curtis_0891,tyre fabrics,,,,,,"very strong cotton fabrics in narrow widths woven on special looms from good staple cotton. the yarns are from six to twelve folds. the warp is very closely set in the reed and picks much fewer per inch. owing to the great care required to manufacture these fabrics and the large trade done in them, the tyre manufacturers have large mills equipped solely for their production.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2042,curtis_0892,umbrella cloth,,,,,,"a fine cloth made specially for covering umbrellas from super long staple cotton. usually 36 to 44 inches wide, 75 to 90 yards long, fine reed and pick (from 96 to 110 reed and pick), and fine yarns (30 to 60's warp and weft), always plain weave. the cloth is also used for dress purposes. many makes have a coloured cotton or worsted selvedge.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2043,curtis_0893,union cloths,,,,,,"many fabrics are termed unions, such as alpacas, italians, cashmeres, twills, and others in which the warp and weft are of different material, as, for example, cotton and wool.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2044,curtis_0894,union linen lawns,,,,,,"principally made in ireland from a cotton warp and uax weft in many qualities, plain weave and fine yarns.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2045,curtis_0895,unions,,,,,,"suiting cloths made from cotton and wool or worsted yarns. the amount of cotton varies considerably accord- ing to the price the shipper requires to sell at. they are imitations of the real all wool fabrics and are shewn in plains, twills, stripes, and checks. the bulk of the trade is done in yorkshire. the lowest qualities are shipped to china, india, south america, etc.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2046,curtis_0896,union yarns,,,,,,yarns made by combining two or more different ma- terials. in the lancashire and yorkshire trade wool and cotton is the principal union yarn.,textile fibre,textile fabric,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2047,curtis_0897,uplands cotton,,,,,,"cotton grown in georgia and south carolina, the higher lands of the cotton district. the cotton is soft and clean, but rather short in staple. used principally for weft yarns up to 50's.",textile fibre,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2048,curtis_0898,utrecht velvet,,,,,,"a lower grade of fabric than the ordinary velvet. the design is complete on 6 ends and 6 picks and can be woven on 4 shafts. two picks separate one pile wire from the next, and only half the pile ends are raised over the pile wires. the pile threads are firmly bound in the fabric. yarns usually all cotton about 2/24's warp and 2/20's weft, 60 to 70 ends, 60 to 70 picks, with 32 wires per inch.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2049,curtis_0899,valentia,,,,,,a fancy elaborate waistcoating made from cotton and silk warp and worsted weft. the designs are developed in silk warp figures.,textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2050,curtis_0900,velour,,,,,,"the french word for velvet. a velour is made for curtains from coarse cotton yarns and piece dyed. the pile is very stiff and appears on both sides of the fabric. cotton velours are made from heavier yarns than used for velvets and velveteens, and the weave develops a cord or rib. if this rib is warp way the cloth is termed "" long velour,"" if weft way generally piece dyed. the fabrics are intended to stand hard wear. gros velour.""",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2051,curtis_0901,velveret,,,,,,the term by which the 6-shaft plain back velveteen is known.,textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2052,curtis_0902,velvet,,,,,,the real velvet is made with a cotton back of twofold yarn and silk pile. a cotton velvet is now understood to be a warp pile fabric in which the pile is formed by looping over wires which on being drawn out cut the warp to form the pile. twill back velvets are those with a twill ground weave- this weave allows more threads to be put in than if plain weave were used. when pile is made by weft the cloth is termed velveteen.,textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2053,curtis_0903,embossed velvet,,,,,,"the usual velvet or velveteen fabric with a pattern embossed on the face, produced by heat and pressure. the embossing machine has engraved rollers heated by gas.",textile fabric,textile machinery,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2054,curtis_0904,velveteen,,,,,,"a cotton fabric which as it leaves the loom resembles a satin with long weft floats. these floats are cut both by hand and machine and the cut threads rise to form a small tuft. the large number of tufts give a soft smooth face. a standard cloth is 72 reed 500 picks, 2/80's/50's super, and is usually sold grey at a fixed price per pound weight. one shuttle only is used for both pile and ground picks. the ground picks weave with warp to form the back of the fabric. the usual quality of velveteen has the pile weft bound in by one warp thread. fast pile cloths have pile weft bound in by two or three ends, thus preventing the pile when cut being drawn out. velveteen has the shortest pile and cotton plus the longest.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2055,curtis_0905,velveteen plush,,,,,,"a cotton velveteen, but the weft has longer floats, the pile is also firmly which when cut give a longer pile. bound.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2056,curtis_0906,venetians,,,,,,"cotton venetians used for linings and dress purposes are made all widths and qualities, well woven from super yarns and generally piece dyed. many qualities have a coloured selvedge. from 9 to 11 shafts, 160 to 240 ends, and 96 to 110 picks per inch; 2/120's warp, 40's weft. egyptian warp is most used. venetians are also made from all wool.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2057,curtis_0907,ventilette,,,,,,"a trade name given to a cellular cloth used for shirts and underwear, all cotton.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2058,curtis_0908,vestings,,,,,,"a term covering a large variety of fabrics used both for fancy vests and dress purposes. it includes pique, bedford cords, welts, ribs, etc. the china market takes a large quantity of colour vestings for use as clothing in 26 to 28 inch widths, all cotton, stripes and checks, and in many qualities. a standard cloth is 29in. 120 yards, 80 × 74, 32/30, 2/40's colour for bleaching up 10 ends of colour per inch. the cloths are bleached.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2059,curtis_0909,vieley cloth,,,,,,"a crepe weave cotton cloth of good quality shipped to the near east, made from dyed yarns (black weft) both single and twofold yarns used, such as 84 x 80 30's/20's, or 78 × 72 2/40/2/40. brocade effects are now produced on the cloth.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2060,curtis_0910,victoria lawn,,,,,,"a fine cotton musln, plain weave, soft yarns, about 60's to 80's warp and weft, weighing 9 to 12 yards per lb.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2061,curtis_0911,vicuna,,,,,,"a dress goods fabric made from the wool of the vicuna goat of peru and other south american countries and also of thibet. the bulk of the wool is used by the natives in the manufacture of shawls, rugs, etc. bradford manu- facturers make a plain cloth, which is dyed black. has a very soft handle and used for suitings and ladies' wear.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2062,curtis_0912,vicuna wool,,,,,,"the wool from the goat-like camel of peru, thibet, and other warm countries. it is the best wool fibre used in textiles, but is very scarce. its colour is a reddish brown, it is very soft, long in fibre, and very lustrous.",textile fibre,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2063,curtis_0913,vigogne yarn,Vicogne Yarn,,,,,"this yarn is an imitation vicuna, but of a poor quality. it is a mixture of sheep's wool and cotton and used princip- ally in france in the lower class of dress goods manufac- ture.",textile fibre,textile fabric,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2064,curtis_0914,vigoureux yarn,,,,,,"this is a colour speciality yarn, and is made from prin- ted sliver. the sliver is printed by a special machine, generally black and white, and is then drawn and twisted into a thread. the effect is striking. usually worsted fibre and woven into cloth by yorkshire manufacturers.",textile fibre,textile fabric,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2065,curtis_0915,viscose silk,,,,,,an artificial silk made from cellulose prepared from wood pulp dissolved in caustic soda. it can be exposed to the action of water without serious damage. this yarn is principally used for ornament in stripes or checks on a ground fabric.,textile fibre,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2066,curtis_0916,viyella,,,,,,a registered trade name for a ceylon fabric used for underclothing. it is made from a mixture yarn of wool and cotton scribbled together.,textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2067,curtis_0917,voiles,,,,,,"very light open plain weave dress fabrics made all plain for dyeing, printing, or bleaching, or in stripes with art. silk or coloured mercerised effects. made in all widths up to 60 inches. a large trade is done in 41 inch 60 ends, 60 picks, 2/100's/2/100's. the yarns are super quality and specially hard twisted. woven one end in a dent. the fabrics must be well woven and free from faults. both all cotton and all wool voiles are made.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2068,curtis_0918,voile yarn,,,,,,"a specially hard twisted yarn used for making voile fabrics. both single and twofold-single 1/50's, twofold 2/100's. other counts are spun, but the above-named are spun generally when voile yarn is asked for.",textile fabric component,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2069,curtis_0919,wadded double cloths,,,,,,pure double cloths in which a third warp or weft is introduced to add weight and make a bulky fabric but still allow a fine face weave to be used. warp wadding is most used because it is the most economical and when used is usually of a coarser count than the other two warps. the wadding threads simply lie between the two fabrics and are not seen.,textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2070,curtis_0920,wadding threads,,,,,,"yarn used to give weight or throw up a design with- out being seen. generally of coarser counts than the ground cloth, and as it does not interweave with the cloth its face appearance is not affected.",textile fabric component,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2071,curtis_0921,warp,,,,,,"the series of threads placed lengthways in the loom over any desired width and passing from the back beam through the healds and reed. the term ""end"" signifies one thread of warp.",textile fabric component,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2072,curtis_0922,warp faced cloths,,,,,,cloths that have a greater number of warp threads shewing on the face than weft threads.,textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2073,curtis_0923,warp pile fabrics,,,,,,"fabrics in which the pile is formed by the warp yarn, such as terry towels, warp plushes, velvet ribbons, some figured velvets, brussels carpets, etc.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2074,curtis_0924,warp ribs,,,,,,"a warp faced cloth in which the weft is thicker or grouped two or more together and lies straight so that the warp does all the bending. the warp is thus thrown to the face, producing a rib from selvedge to selvedge, as seen in poplins.",textile weave,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2075,curtis_0925,warp sateen,,,,,,"a five shaft sateen woven with a much greater num- ber of ends of warp than picks. four-fifths of the warp is on the face and only one-fifth of the weft. these fabrics much stronger lengthways than in the width. a large trade is done in cloths about 160 ends, 72 picks, 60's warp, 40's weft, or 60's/60's. all cotton, either dyed and schreinered or printed for linings and dress goods.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2076,curtis_0926,warp welt,,,,,,piqués and bedford cords are warp welt. is not much in use.,textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2077,curtis_0927,warping,,,,,,"the operation of winding yarn on to the beams for the loom. there are three general methods in use, viz., ball, beam, and section warping. ball warping is the oldest system and now seldom used except for certain kinds of coloured goods and for shipping in the ball. this system consists of large balls of yarn made by running the threads in the form of a rope. (see ball warping.) beam warping is the system commonly used, and here the threads are wound side by side on to a beam. several of these beams are used and run together through the slasher to make one weaver's beam. (see beam warping.) section warping consists of making narrow sections of cheeses 4 to 6 inches wide, placing the required number of sections together and running on to the weaver's beam. principally used in the coloured goods trade. the yarns used have been dyed and sized in the hank and wound on to warper's bobbins. (see section warping.)",textile manufacturing process,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2078,curtis_0928,dressed warps,,,,,,a term used to signify that the warp has been treated by cold size and hot air dried. this method is only used for very fine counts and super qualities and results in a round full yarn. the appearance of the yarn is much better than if slashed.,textile fabric component,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2079,curtis_0929,half-dressed warps,,,,,,special warps that are very lightly sized and intended for some subsequent process.,textile fabric component,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2080,curtis_0930,warps undressed,,,,,,"warps that do not require sizing to prepare them for weaving, such as those made from twofold yarns.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2081,curtis_0931,waste cloths,,,,,,"low cotton fabrics made from a hard twisted warp and waste weft in plain or twill weave. crepes and spots are also in use. the warp is about 28's to 34's and weft from 8's to 1's or even coarser. wastes plains are simply plain weave. waste twills or sheetings are the 2 x 2 weave. waste crepes are usu- ally on about 8 to 10 shafts. waste spots also up to 10 shafts. waste cotton blankets are made in wide widths and a special shuttle and cop are required. the cop is known as a ""jumbo cop ""-it is longer than any other and is simply pressed in the shuttle, which has no peg; the weft is drawn from the inside of the cop and the shuttle inside has serrated edges to keep the cop in its place. blankets.)",textile waste material,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2082,curtis_0932,hard waste,,,,,,"consists of cop bottoms, weavers', winders', warpers', and reelers' waste yarn. generally used up for condenser yarns.",textile waste material,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2083,curtis_0933,soft waste,,,,,,"this is comprised of all waste that has not been finally twisted, such as clearer waste, roller lap waste, spinning mill sweepings, sliver, and lap ends.",textile waste material,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2084,curtis_0934,waste weft,Condenser Weft,,,,,(see condenser weft)⊔,textile waste material,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2085,curtis_0935,watering,Watered Cloths,,,,,"a finishing process by which moire or watered effects are produced on fabrics. this effect is produced by doub- ling the piece so that the face sides are together, and then pressure is applied under heat; this pressure flattens the weft and those picks that come in a groove are un- touched, while those that are together are pressed out. the flat picks by not reflecting light the same as those not flattened give the peculiar and irregular effect desired. the finer the cloth and the finer will be the markings. the cloth must be very well woven. this watered effect can also be obtained by means of suitably engraved rollers.",textile manufacturing process,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2086,curtis_0936,wave twills,,,,,,a term used in a general way describing the weave and signifies that the cloth has a wave design. they are simple twills with the direction of the twill reversed at intervals and these give a wave or zig-zag effect.,textile weave,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2087,curtis_0937,weft,,,,,,the series of threads that pass from selvedge to selv- edge of the fabric and known as picks. the weft is put into the fabric by means of the shuttle. weft yarn is usually on smaller cops and softer spun than warp yarns. the bulk is mule spun. this yarn is seldom sized.,textile fabric component,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2088,curtis_0938,weft-faced fabrics,,,,,,"cloths that have more picks on the face than ends or threads of warp, such as ordinary sateens.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2089,curtis_0939,weft pile,,,,,,"most velvets are weft pile cloths, and in all weft pile cloths the weft forms the pile.",textile weave,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2090,curtis_0940,weft ribs,,,,,,"cloths in which the warp is coarser than weft, or warp is in groups of two or more, so that the weft does all the bending and forms ribs running down the piece. weft usually preponderates on the face.",textile weave,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2091,curtis_0941,weft sateen,,,,,,the ordinary cotton sateen cloth and is generally termed sateen.,textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2092,curtis_0942,weft-way spun,,,,,,"weft yarns are usually spun in the opposite direction to warp yarns. if a thread untwists when turning the thread towards you it is weft-way spun. weft is spun when required in the other direction and is then known as 't.w."" weft, thus "" 30's weft t.w."" is known as twist- way spun.",textile fabric component,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2093,curtis_0943,weighting,,,,,,"the process of adding weight to a cloth by the use of chemical or other substance. sizing adds weight, and weight is also added in many finishing processes.",textile manufacturing process,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2094,curtis_0944,welts,,,,,,"true welts are the finest of cotton fabrics and woven practically without faults from the very best quality of yarn. piques and welts are very similar, but a welt is a cloth with ribs across the piece, woven from two warps and two wefts, with the binding points of the back warp weaving with the face cloth on certain picks at exact distances. when fancy effects are introduced the term 'pique"" is generally used. a bedford cord is sometimes i called a welt, but the term is wrong, because the bedford cord is only a very poor imitation, and the cords run down the piece. welts are used for ladies' summer costumes, ties, vestings, shirts, and shirt facings, etc. """" a well-known welt is made 98 ends, 140 picks, 40's face, 34's back warp, 32's face, 16's wadding wefts, design on 12 ends. the best welts are made from sea islands cotton.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2095,curtis_0945,whipcords,,,,,,"worsted dress goods made in twill weaves from hard twisted warp. on 9 shafts usually and with the twill so raised that the effect is something like the lash of a whip. cotton whipcords are made, but are inferior imita- tions.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2096,curtis_0946,whip-thread,,,,,,the crossing threads that are worked by the doups in lenos or gauzes.,textile fabric component,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2097,curtis_0947,widow's lawn,,,,,,"a linen fabric made from very fine counts, plain weave, fine reed and pick. it is not much used to-day, as no particular cloth is meant.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2098,curtis_0948,width,,,,,,"cotton fabrics are bought and sold in lancashire either actual or ""nominal"" width. the trade allows the use of these two terms, and understands that ""actual"" means full width, whereas ""nominal"" means less than full width, thus 36 inches actual will measure 36 inches on the table and no less, and 36 inches nominal may measure 35 inches on the table.",textile industry unit of measurement,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2099,curtis_0949,wigans,,,,,,"plain weave grey cotton cloths used both for home trade and shipping. made in widths from 28 inches to 36 inches, and generally in long lengths about 64 to 72 ends × 64 to 68 picks, 20's to 28's warp and 20's to 24's weft. the warp is sized. the cloth is sold in the loom state.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2100,curtis_0950,wilton carpets,,,,,,"a similar carpet to a brussels, but the pile is cut and usually made from much superior yarns. the pile is longer and more firmly bound in the fabric and is cut by means of the wires having knife edges, which, when drawn out cut the warp threads. wilton carpets are in every respect superior to brussels.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2101,curtis_0951,winding,,,,,,the operation of transferring yarn from hanks or cheeses on to bobbins. also to wind warp threads from bobbins or cops upon which it has been spun on to the flanged bobbins ready for warping.,textile manufacturing process,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2102,curtis_0952,window holland,,,,,,"a cotton cloth, plain weave, used for blinds. made from 20's to 26's warp and weft. heavily finished with a starch finish and sometimes glazed (see holland). piece- dyed in drab, blue, green, etc.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2103,curtis_0953,winseys,,,,,,"a cotton flannelette made from super yarns in 35 to 40 inch widths, about 72 × 72, 30's to 36's warp, 20's to 24's weft, piece-dyed and nap finish. better qualities are made with a proportion of wool. woven plain weave. the original winsey had a cotton warp and a wool weft.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2104,curtis_0954,witney blankets,,,,,,"all wool blankets produced in witney. these fabrics are known as a superior make, and no other blanket can have the word "" witney"" attached to it.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2105,curtis_0955,wolsey,,,,,,a registered trade name for an all wool fabric used for underclothing.,textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2106,curtis_0956,wool,,,,,,"the soft curly coat of the sheep, goat, alpaca, llama camel, and other animals. hair that is fine and wavy is termed wool. they all have a surface of overlapping scales, are easy to dye, but difficult to bleach. sheep's wool is by far the most abundant, and is produced all over the world. there are many varieties of sheep. wool fibres are long, curly, fine, have lustre, are very elastic, strong, and uniform.",textile fibre,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2107,curtis_0957,wool and cotton flannel,,,,,,"a fabric used to imitate the genuine flannel and is made from mixture yarns composed of wool and cotton. the yarns are carded and the cloth well woven in both plain and twill weaves. the qualities are many, but in every case the percentage of wool should be stated.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2108,curtis_0958,wool extract,,,,,,"a remanufactured or recovered wool obtained from old cloth, rags etc., in which cotton, flax, etc., had been used. the vegetable fibres are removed by carbonising.",textile waste material,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2109,curtis_0959,woollen fabrics,,,,,,cloths manufactured from carded wool yarns.,textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2110,curtis_0960,woollen yarn counts,,,,,,"there are several systems of stating the counts of wool yarn as follows:- = ""run"" system, used in america. standard length of 1,600 yards, and the number of lengths of 1,600 yards that weigh 1 lb. gives the counts thus, 1,600 yards = 1 lb. = 1's run. 3,200 yards 1 lb. 2's run. run 200 yards to 1 lb., 4 run = 400 yards to 1 lb., etc. ""cut"" system. the number of cuts of 300 yards that weigh 1 lb. counts; thus, 6's cut has 1,800 yards to 1 lb. used in scotland.  ""yorkshire skein "" system has a length of 256 yards, and the number of these lengths that weigh 1 Ïb. counts. = ""west of england"" system has a hank of 320 yards, and the number of these hanks in 1 lb. gives the counts.",textile industry unit of measurement,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2111,curtis_0961,woollen yarn,,,,,,"yarn spun from wool in which there is no parallel position of the fibres. carded, but not combed, and is a cheaper yarn to produce than worsted. used for tweeds, cheviots, flannels, etc.",textile fibre,textile fabric component,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2112,curtis_0962,worsted,,,,,,"wool yarns that have been carded and combed until they are quite parallel. they are then twisted to make a regular smooth yarn, which is bright, lustrous, elastic, level, and very strong. easy to dye. used in the manu- facture of suitings and dress fabrics.",textile fibre,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
2113,curtis_0963,worsted diagonal,,,,,,"an all wool fabric with a diagonal twill weave, made in many qualities and used for dress goods.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
